"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","ProductDescription","PartnerCode","PartnerName","PartnerISO3","Year","TradeFlowName","TradeValue in 1000 USD"
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","144","Sri Lanka","LKA",2017,"Gross Exports",71.63597444949
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","152","Chile","CHL",2017,"Gross Exports",70.10699193927
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","156","China","CHN",2017,"Gross Exports",2243.99730219588
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","162","Christmas Is","CXR",2017,"Gross Exports",39.77884938951
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","166","Cocos Is","CCK",2017,"Gross Exports",25.81250664069
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","170","Colombia","COL",2017,"Gross Exports",13.81681838097
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","180","Dem.Rp.Congo","ZAR",2017,"Gross Exports",12.23722762317
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","184","Cook Is","COK",2017,"Gross Exports",58.47169574565
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","188","Costa Rica","CRI",2017,"Gross Exports",20.08764033111
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","191","Croatia","HRV",2017,"Gross Exports",2.04119931906
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","196","Cyprus","CYP",2017,"Gross Exports",4.33390629276
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","203","Czech Rep","CZE",2017,"Gross Exports",6.11286287436
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","208","Denmark","DNK",2017,"Gross Exports",10.19219434596
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","214","Dominican Rp","DOM",2017,"Gross Exports",0.01916979075
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","218","Ecuador","ECU",2017,"Gross Exports",6.38890786116
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","222","El Salvador","SLV",2017,"Gross Exports",0.00843470793
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","231","Ethiopia","ETH",2017,"Gross Exports",5.63208452235
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","233","Estonia","EST",2017,"Gross Exports",5.79541113954
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","242","Fiji","FJI",2017,"Gross Exports",1916.85408796431
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","246","Finland","FIN",2017,"Gross Exports",27.834536169
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","251","France+Monac","FRA",2017,"Gross Exports",205.20340847919
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","258","Fr.Polynesia","PYF",2017,"Gross Exports",132.17033967984
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","268","Georgia","GEO",2017,"Gross Exports",0.03987316476
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","276","Germany","DEU",2017,"Gross Exports",214.46625136959
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","288","Ghana","GHA",2017,"Gross Exports",55.88147361951
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","296","Kiribati","KIR",2017,"Gross Exports",46.74208418154
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","300","Greece","GRC",2017,"Gross Exports",3.17605093146
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","316","Guam","GUM",2017,"Gross Exports",0.15182474274
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","344","Hong Kong","HKG",2017,"Gross Exports",3297.89872221678
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","348","Hungary","HUN",2017,"Gross Exports",0.35732489958
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","352","Iceland","ISL",2017,"Gross Exports",0.27987894495
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","360","Indonesia","IDN",2017,"Gross Exports",639.05641310808
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","368","Iraq","IRQ",2017,"Gross Exports",2.990487357
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","372","Ireland","IRL",2017,"Gross Exports",1103.77278084447
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","376","Israel","ISR",2017,"Gross Exports",25.72892635302
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","381","Italy","ITA",2017,"Gross Exports",184.11203790441
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","384","Cote Divoire","CIV",2017,"Gross Exports",62.86694536881
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","392","Japan","JPN",2017,"Gross Exports",983.34585497808
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","398","Kazakhstan","KAZ",2017,"Gross Exports",3.19215355569
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","400","Jordan","JOR",2017,"Gross Exports",124.18497164502
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","404","Kenya","KEN",2017,"Gross Exports",4.05862809759
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","410","Korea Rep.","KOR",2017,"Gross Exports",1332.47375203338
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","414","Kuwait","KWT",2017,"Gross Exports",21.76461362592
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","418","Lao P.Dem.R","LAO",2017,"Gross Exports",89.97149590605
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","422","Lebanon","LBN",2017,"Gross Exports",0.00536754141
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","426","Lesotho","LSO",2017,"Gross Exports",4.60074978
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","428","Latvia","LVA",2017,"Gross Exports",4.00341910023
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","434","Libya","LBY",2017,"Gross Exports",0.11578553613
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","440","Lithuania","LTU",2017,"Gross Exports",2.15085052215
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","442","Luxemberg","LUX",2017,"Gross Exports",2.17845502083
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","446","Macau","MAC",2017,"Gross Exports",36.61353354087
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","458","Malaysia","MYS",2017,"Gross Exports",3099.04894918377
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","462","Maldives","MDV",2017,"Gross Exports",1.8556357446
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","466","Mali","MLI",2017,"Gross Exports",0.31208419341
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","470","Malta","MLT",2017,"Gross Exports",5.02095159324
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","478","Mauritania","MRT",2017,"Gross Exports",17.50508612127
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","480","Mauritius","MUS",2017,"Gross Exports",81.5712935994
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","484","Mexico","MEX",2017,"Gross Exports",10.36932321249
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","490","Asia Othr.ns","OAS",2017,"Gross Exports",263.55701831382
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","496","Mongolia","MNG",2017,"Gross Exports",23.29052896962
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","504","Morocco","MAR",2017,"Gross Exports",2.28733943229
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","512","Oman","OMN",2017,"Gross Exports",36.83283594705
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","516","Namibia","NAM",2017,"Gross Exports",2.13474789792
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","520","Nauru","NRU",2017,"Gross Exports",38.98982080224
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","524","Nepal","NPL",2017,"Gross Exports",2.92991081823
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","528","Netherlands","NLD",2017,"Gross Exports",453.84326242299
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","540","New Calednia","NCL",2017,"Gross Exports",69.57407175642
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","548","Vanuatu","VUT",2017,"Gross Exports",212.77930978359
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","554","New Zealand","NZL",2017,"Gross Exports",93652.638618524
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","562","Niger","NER",2017,"Gross Exports",0.24153936345
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","566","Nigeria","NGA",2017,"Gross Exports",4.32777195972
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","574","Norfolk Is","NFK",2017,"Gross Exports",51.73389769284
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","579","Norway,Sb,JM","NOR",2017,"Gross Exports",39.32797591107
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","585","Palau","PLW",2017,"Gross Exports",3.450562335
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","586","Pakistan","PAK",2017,"Gross Exports",22.78598007708
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","591","Panama","PAN",2017,"Gross Exports",124.11749398158
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","598","Papua N.Guin","PNG",2017,"Gross Exports",5654.83753038699
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","600","Paraguay","PRY",2017,"Gross Exports",1.03210153398
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","604","Peru","PER",2017,"Gross Exports",38.79352214496
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","608","Philippines","PHL",2017,"Gross Exports",1925.70363016614
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","616","Poland","POL",2017,"Gross Exports",218.65140008613
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","626","East Timor","TMP",2017,"Gross Exports",14.37120872946
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","634","Qatar","QAT",2017,"Gross Exports",138.78391748859
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","642","Romania","ROM",2017,"Gross Exports",1.65090237939
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","643","Russian Fed","RUS",2017,"Gross Exports",2.5610840442
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","682","Saudi Arabia","SAU",2017,"Gross Exports",186.86865381426
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","686","Senegal","SEN",2017,"Gross Exports",16.10415781326
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","690","Seychelles","SYC",2017,"Gross Exports",4.13224009407
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","699","India","IND",2017,"Gross Exports",957.54101625369
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","702","Singapore","SGP",2017,"Gross Exports",3641.54099195106
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","703","Slovakia","SVK",2017,"Gross Exports",2.27890472436
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","704","Viet Nam","VNM",2017,"Gross Exports",519.75897131268
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","705","Slovenia","SVN",2017,"Gross Exports",2.20989347766
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","710","South Africa","ZAF",2017,"Gross Exports",598.78528349211
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","724","Spain","ESP",2017,"Gross Exports",160.54393036473
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","748","Swaziland","SWZ",2017,"Gross Exports",5.17277633598
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","752","Sweden","SWE",2017,"Gross Exports",33.58777376889
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","757","Switz.Liecht","CHE",2017,"Gross Exports",1217.6267688585
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","764","Thailand","THA",2017,"Gross Exports",1983.28584762099
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","776","Tonga","TON",2017,"Gross Exports",7.19633944755
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","780","Trinidad Tbg","TTO",2017,"Gross Exports",0.00920149956
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","784","Untd Arab Em","ARE",2017,"Gross Exports",887.20552040868
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","788","Tunisia","TUN",2017,"Gross Exports",0.01993658238
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","792","Turkey","TUR",2017,"Gross Exports",24.86858614416
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","798","Tuvalu","TUV",2017,"Gross Exports",56.31164372394
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","800","Uganda","UGA",2017,"Gross Exports",0.06211012203
"H4","036","AUS","Australia","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","804","Ukraine","UKR",2017,"Gross Exports",9.93838631643
