"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","ProductDescription","PartnerCode","PartnerName","PartnerISO3","Year","TradeFlowName","TradeValue in 1000 USD"
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","400","Jordan","JOR",2017,"Gross Exports",0.799
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","404","Kenya","KEN",2017,"Gross Exports",13.285
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","410","Korea Rep.","KOR",2017,"Gross Exports",8.708
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","414","Kuwait","KWT",2017,"Gross Exports",0.513
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","422","Lebanon","LBN",2017,"Gross Exports",5.712
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","426","Lesotho","LSO",2017,"Gross Exports",0.002
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","428","Latvia","LVA",2017,"Gross Exports",7.129
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","430","Liberia","LBR",2017,"Gross Exports",0.067
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","434","Libya","LBY",2017,"Gross Exports",0.044
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","440","Lithuania","LTU",2017,"Gross Exports",0.026
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","442","Luxemberg","LUX",2017,"Gross Exports",1.217
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","446","Macau","MAC",2017,"Gross Exports",3.851
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","458","Malaysia","MYS",2017,"Gross Exports",7.391
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","466","Mali","MLI",2017,"Gross Exports",0.03
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","470","Malta","MLT",2017,"Gross Exports",0.737
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","478","Mauritania","MRT",2017,"Gross Exports",0.023
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","480","Mauritius","MUS",2017,"Gross Exports",0.59
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","484","Mexico","MEX",2017,"Gross Exports",2531.388
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","490","Asia Othr.ns","OAS",2017,"Gross Exports",18.736
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","504","Morocco","MAR",2017,"Gross Exports",3.219
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","508","Mozambique","MOZ",2017,"Gross Exports",420.892
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","512","Oman","OMN",2017,"Gross Exports",0.079
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","516","Namibia","NAM",2017,"Gross Exports",0.114
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","528","Netherlands","NLD",2017,"Gross Exports",18.158
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","531","","CUW",2017,"Gross Exports",3.831
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","533","Aruba","ABW",2017,"Gross Exports",1.99
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","534","Saint Maarten (Dutch part)","SXM",2017,"Gross Exports",0.168
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","535","Bonaire","BES",2017,"Gross Exports",0.355
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","540","New Calednia","NCL",2017,"Gross Exports",0.055
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","554","New Zealand","NZL",2017,"Gross Exports",2.433
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","558","Nicaragua","NIC",2017,"Gross Exports",68.749
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","566","Nigeria","NGA",2017,"Gross Exports",8.027
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","579","Norway,Sb,JM","NOR",2017,"Gross Exports",1.096
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","583","Micronesia","FSM",2017,"Gross Exports",0.101
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","586","Pakistan","PAK",2017,"Gross Exports",0.03
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","591","Panama","PAN",2017,"Gross Exports",270.667
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","598","Papua N.Guin","PNG",2017,"Gross Exports",1.152
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","600","Paraguay","PRY",2017,"Gross Exports",2032.093
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","604","Peru","PER",2017,"Gross Exports",2009.777
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","608","Philippines","PHL",2017,"Gross Exports",15.335
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","616","Poland","POL",2017,"Gross Exports",2.233
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","620","Portugal","PRT",2017,"Gross Exports",1017.065
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","624","GuineaBissau","GNB",2017,"Gross Exports",73.675
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","626","East Timor","TMP",2017,"Gross Exports",3.103
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","634","Qatar","QAT",2017,"Gross Exports",0.316
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","642","Romania","ROM",2017,"Gross Exports",14.417
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","643","Russian Fed","RUS",2017,"Gross Exports",26.726
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","646","Rwanda","RWA",2017,"Gross Exports",0.343
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","670","St.Vincent,G","VCT",2017,"Gross Exports",0.126
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","678","Sao Tome Prn","STP",2017,"Gross Exports",91.455
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","682","Saudi Arabia","SAU",2017,"Gross Exports",1936.621
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","686","Senegal","SEN",2017,"Gross Exports",0.004
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","688","Yugoslavia","SER",2017,"Gross Exports",4.546
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","699","India","IND",2017,"Gross Exports",66.954
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","702","Singapore","SGP",2017,"Gross Exports",38.694
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","703","Slovakia","SVK",2017,"Gross Exports",0.355
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","704","Viet Nam","VNM",2017,"Gross Exports",13.249
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","705","Slovenia","SVN",2017,"Gross Exports",1.159
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","710","South Africa","ZAF",2017,"Gross Exports",44.773
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","716","Zimbabwe","ZWE",2017,"Gross Exports",0.032
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","724","Spain","ESP",2017,"Gross Exports",1308.216
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","729","Sudan","SUD",2017,"Gross Exports",0.055
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","740","Suriname","SUR",2017,"Gross Exports",9.633
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","752","Sweden","SWE",2017,"Gross Exports",3.478
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","757","Switz.Liecht","CHE",2017,"Gross Exports",186.584
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","764","Thailand","THA",2017,"Gross Exports",28.808
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","780","Trinidad Tbg","TTO",2017,"Gross Exports",6.264
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","784","Untd Arab Em","ARE",2017,"Gross Exports",47.806
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","788","Tunisia","TUN",2017,"Gross Exports",0.015
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","792","Turkey","TUR",2017,"Gross Exports",0.774
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","804","Ukraine","UKR",2017,"Gross Exports",0.053
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","807","TFYR Macedna","MKD",2017,"Gross Exports",0.202
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","818","Egypt","EGY",2017,"Gross Exports",24.571
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","826","Untd.Kingdom","GBR",2017,"Gross Exports",861.105
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","842","USA,PR,USVI","USA",2017,"Gross Exports",7631.175
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","858","Uruguay","URY",2017,"Gross Exports",944.204
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","862","Venezuela","VEN",2017,"Gross Exports",2069.91
"H4","076","BRA","Brazil","49","PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS","894","Zambia","ZMB",2017,"Gross Exports",0.91
"H4","076","BRA","Brazil","50","SILK","000","World","WLD",2017,"Gross Exports",33025.624
"H4","076","BRA","Brazil","50","SILK","024","Angola","AGO",2017,"Gross Exports",0.018
"H4","076","BRA","Brazil","50","SILK","032","Argentina","ARG",2017,"Gross Exports",3.103
"H4","076","BRA","Brazil","50","SILK","056","Belgium","BEL",2017,"Gross Exports",0.067
"H4","076","BRA","Brazil","50","SILK","156","China","CHN",2017,"Gross Exports",751.638
"H4","076","BRA","Brazil","50","SILK","218","Ecuador","ECU",2017,"Gross Exports",0.749
"H4","076","BRA","Brazil","50","SILK","251","France+Monac","FRA",2017,"Gross Exports",8520.694
"H4","076","BRA","Brazil","50","SILK","276","Germany","DEU",2017,"Gross Exports",177.16
"H4","076","BRA","Brazil","50","SILK","381","Italy","ITA",2017,"Gross Exports",2649.26
"H4","076","BRA","Brazil","50","SILK","392","Japan","JPN",2017,"Gross Exports",8572.102
"H4","076","BRA","Brazil","50","SILK","410","Korea Rep.","KOR",2017,"Gross Exports",358.125
"H4","076","BRA","Brazil","50","SILK","508","Mozambique","MOZ",2017,"Gross Exports",0.029
"H4","076","BRA","Brazil","50","SILK","600","Paraguay","PRY",2017,"Gross Exports",0.171
"H4","076","BRA","Brazil","50","SILK","643","Russian Fed","RUS",2017,"Gross Exports",0.857
"H4","076","BRA","Brazil","50","SILK","699","India","IND",2017,"Gross Exports",203.066
"H4","076","BRA","Brazil","50","SILK","704","Viet Nam","VNM",2017,"Gross Exports",11657.519
"H4","076","BRA","Brazil","50","SILK","757","Switz.Liecht","CHE",2017,"Gross Exports",11.638
"H4","076","BRA","Brazil","50","SILK","792","Turkey","TUR",2017,"Gross Exports",119.118
"H4","076","BRA","Brazil","50","SILK","826","Untd.Kingdom","GBR",2017,"Gross Exports",0.066
"H4","076","BRA","Brazil","50","SILK","842","USA,PR,USVI","USA",2017,"Gross Exports",0.244
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","000","World","WLD",2017,"Gross Exports",28746.577
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","032","Argentina","ARG",2017,"Gross Exports",336.019
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","068","Bolivia","BOL",2017,"Gross Exports",46.247
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","100","Bulgaria","BGR",2017,"Gross Exports",184.6
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","124","Canada","CAN",2017,"Gross Exports",73.823
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","152","Chile","CHL",2017,"Gross Exports",270.567
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","156","China","CHN",2017,"Gross Exports",146.189
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","170","Colombia","COL",2017,"Gross Exports",47.185
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","188","Costa Rica","CRI",2017,"Gross Exports",0.096
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","218","Ecuador","ECU",2017,"Gross Exports",50.497
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","251","France+Monac","FRA",2017,"Gross Exports",1.27
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","276","Germany","DEU",2017,"Gross Exports",2383.981
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","381","Italy","ITA",2017,"Gross Exports",927.81
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","531","","CUW",2017,"Gross Exports",1.858
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","591","Panama","PAN",2017,"Gross Exports",0.363
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","600","Paraguay","PRY",2017,"Gross Exports",1.84
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","604","Peru","PER",2017,"Gross Exports",132.204
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","699","India","IND",2017,"Gross Exports",27.642
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","710","South Africa","ZAF",2017,"Gross Exports",132.104
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","784","Untd Arab Em","ARE",2017,"Gross Exports",3.598
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","792","Turkey","TUR",2017,"Gross Exports",109.138
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","826","Untd.Kingdom","GBR",2017,"Gross Exports",57.971
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","842","USA,PR,USVI","USA",2017,"Gross Exports",394.428
"H4","076","BRA","Brazil","51","WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC","858","Uruguay","URY",2017,"Gross Exports",23417.147
"H4","076","BRA","Brazil","52","COTTON","000","World","WLD",2017,"Gross Exports",1496816.021
"H4","076","BRA","Brazil","52","COTTON","024","Angola","AGO",2017,"Gross Exports",6.204
"H4","076","BRA","Brazil","52","COTTON","032","Argentina","ARG",2017,"Gross Exports",48759.995
"H4","076","BRA","Brazil","52","COTTON","036","Australia","AUS",2017,"Gross Exports",6.982
"H4","076","BRA","Brazil","52","COTTON","040","Austria","AUT",2017,"Gross Exports",0.392
"H4","076","BRA","Brazil","52","COTTON","048","Bahrain","BHR",2017,"Gross Exports",1528.611
"H4","076","BRA","Brazil","52","COTTON","050","Bangladesh","BGD",2017,"Gross Exports",146110.552
"H4","076","BRA","Brazil","52","COTTON","056","Belgium","BEL",2017,"Gross Exports",708.272
"H4","076","BRA","Brazil","52","COTTON","068","Bolivia","BOL",2017,"Gross Exports",9325.223
"H4","076","BRA","Brazil","52","COTTON","124","Canada","CAN",2017,"Gross Exports",33.359
"H4","076","BRA","Brazil","52","COTTON","144","Sri Lanka","LKA",2017,"Gross Exports",3066.35
"H4","076","BRA","Brazil","52","COTTON","152","Chile","CHL",2017,"Gross Exports",2961.516
"H4","076","BRA","Brazil","52","COTTON","156","China","CHN",2017,"Gross Exports",132451.961
"H4","076","BRA","Brazil","52","COTTON","170","Colombia","COL",2017,"Gross Exports",10394.373
"H4","076","BRA","Brazil","52","COTTON","188","Costa Rica","CRI",2017,"Gross Exports",870.048
